date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-10 07:19:13,JMGBautista,,0,0,0,"La leyenda de la cruz del 'Jorobaito' de La O #SemanaSanta #SemanaSantaSevilla #SemanaSantaEnCasa #Sevilla #SevillaHoy #Actualidad #QuedateEnLaCasa #coronavirus #COVIDー19 @jmanuelcarrion @ajimenal2 @auxiguillen66 @kasparjauser @rossellmonica https://elitediario.com/la-leyenda-de-la-cruz-del-jorobaito-de-la-o/",,@jmanuelcarrion @ajimenal2 @auxiguillen66 @kasparjauser @RossellMonica,#SemanaSanta #SemanaSantaSevilla #SemanaSantaEnCasa #Sevilla #SevillaHoy #Actualidad #QuedateEnLaCasa #coronavirus #COVID,1248510832440467456,https://twitter.com/JMGBautista/status/1248510832440467456
2020-04-10 07:18:32,VocesdlMisterio,,0,0,0,"Un gitano apodado ""Cachorro"" y el Cristo de la Expiración #SemanaSanta #SemanaSantaSevilla #SemanaSantaEnCasa #Sevilla #SevillaHoy #Actualidad #QuedateEnLaCasa #coronavirus #COVIDー19 @jmanuelcarrion @ajimenal2 @auxiguillen66 @kasparjauser @rossellmonica",,@jmanuelcarrion @ajimenal2 @auxiguillen66 @kasparjauser @RossellMonica,#SemanaSanta #SemanaSantaSevilla #SemanaSantaEnCasa #Sevilla #SevillaHoy #Actualidad #QuedateEnLaCasa #coronavirus #COVID,1248510660750737408,https://twitter.com/VocesdlMisterio/status/1248510660750737408
2020-04-10 07:17:54,JMGBautista,,0,0,1,"Un gitano apodado ""Cachorro"" y el Cristo de la Expiración #SemanaSanta #SemanaSantaSevilla #SemanaSantaEnCasa #Sevilla #SevillaHoy #Actualidad #QuedateEnLaCasa #coronavirus #COVIDー19 @jmanuelcarrion @ajimenal2 @auxiguillen66 @kasparjauser @rossellmonica https://elitediario.com/un-gitano-apodado-el-cachorro-y-el-cristo-de-la-expiracion/",,@jmanuelcarrion @ajimenal2 @auxiguillen66 @kasparjauser @RossellMonica,#SemanaSanta #SemanaSantaSevilla #SemanaSantaEnCasa #Sevilla #SevillaHoy #Actualidad #QuedateEnLaCasa #coronavirus #COVID,1248510500146724864,https://twitter.com/JMGBautista/status/1248510500146724864
2020-04-10 06:15:01,diariosevilla,,0,0,2," La despensa del confinamiento: una Semana Santa con más carne que pescado en los hogares #Sevilla #Coronavirus ",,,#Sevilla #Coronavirus,1248494675486371840,https://twitter.com/diariosevilla/status/1248494675486371840
2020-04-09 22:37:36,fcojavi,,0,0,0,"Flores y música en Sevilla, en un Jueves Santo sin procesiones por el coronavirus https://www.rtve.es/v/5554706/ vía @rtve #TDSActualidad #sevillahoy #SemanaSanta #madruga2020",,@rtve,#TDSActualidad #sevillahoy #SemanaSanta #madruga2020,1248379562464964617,https://twitter.com/fcojavi/status/1248379562464964617
2020-04-09 19:35:14,PacoMelero4,,0,0,0,"SEMANA SANTA 2020 y Tu Casa y Coronavirus. JUEVES SANTA. Cena y Cama!!! VALOR LECHE ALMENDRAS ",,,,1248333667971317763,https://twitter.com/PacoMelero4/status/1248333667971317763
2020-04-09 18:59:34,PacoMelero4,,0,0,0,"SEMANA SANTA 2020 y Tu Casa y Coronavirus. JUEVES SANTA. Cena y FRANZISKANER Cerveza y Aceina y Ines Rosales y Quesi El Cigarral y Ciruela con hueso. TRECE de Rey de Reyes de 21:30. ",,,,1248324695314894848,https://twitter.com/PacoMelero4/status/1248324695314894848
2020-04-09 17:30:29,abcdesevilla,,1,1,1,"[Fotogalería ] El coronavirus nos ha dejado con una Semana Santa diferente. Sin procesiones y sin las tradicionales mujeres vestidas de #mantilla. Así lucieron de mantilla las caras conocidas años atrás. http://ow.ly/Uqku30qwwUE vía @BulevarSur #Juevessanto",,@BulevarSur,#mantilla #Juevessanto,1248302275493335042,https://twitter.com/abcdesevilla/status/1248302275493335042
2020-04-09 15:26:36,PacoMelero4,,0,0,0,"SEMANA SANTA 2020 y Tu Casa y Coronavirus y JUEVES SANTO. Merienda Nescafe Descafeinado y Leche Condensada. torrijasssss y Tita Licor de Guindas MIURA.Canal Sur y Quo Vadis y 17:35. Sofa y Pijama. ",,,,1248271101278420993,https://twitter.com/PacoMelero4/status/1248271101278420993
2020-04-09 14:39:46,CiscoMrquez,,0,0,0,"Pensaba que este tipo de #CarajotismoCofrade era solo en #Andalucía. Veo que mamarrachos se extienden cual #Coronavirus #QuedateEnCasa #Gilipolllas Nueve personas denunciadas por parodiar una procesión de Semana Santa en Mérida en pleno confinamiento ",,,#CarajotismoCofrade #Andaluc #Coronavirus #QuedateEnCasa #QuedateEnCasa #Gilipolllas,1248259314713796609,https://twitter.com/CiscoMrquez/status/1248259314713796609
2020-04-09 14:07:58,rafaelaviles,,0,0,0,"Qué buen trabajo de @JonNazca Fotos: Sin Semana Santa por el coronavirus | Sociedad | EL PAÍS ",,@JonNazca,,1248251310492745728,https://twitter.com/rafaelaviles/status/1248251310492745728
2020-04-09 12:26:01,HespeTacular,,0,0,0,"Fondos, aseguradoras, ladrillo y grandes fortunas: los amos de los mayores grupos de residencias de ancianos en España https://www.eldiario.es/_3c78cc28 vía @eldiarioes Sencillamente INDECENTE #COVIDー19 #JuevESPsanto #FelizJueves #9deAbril #SemanaSanta #coronavirus #residencias",,@eldiarioes,#COVID #JuevESPsanto #FelizJueves #9deAbril #SemanaSanta #coronavirus #residencias,1248225654342025216,https://twitter.com/HespeTacular/status/1248225654342025216
2020-04-09 12:14:31,Daevisd,,0,0,0,"Si no hay #SemanaSanta ,mis vecinos me la traen a casa #SSantaSevilla20 #SSantaSevABC #Coronavirus #Covid_19",,,#SemanaSanta #SSantaSevilla20 #SSantaSevABC #Coronavirus #Covid_19,1248222761908125704,https://twitter.com/Daevisd/status/1248222761908125704
2020-04-09 10:34:32,abcdesevilla,,1,0,5,"[Fotogalería ] El coronavirus nos ha dejado con una Semana Santa diferente. Sin procesiones y sin las tradicionales mujeres vestidas de #mantilla. Así lucieron de mantilla las caras conocidas años atrás. http://ow.ly/Uqku30qwwUE vía @BulevarSur",,@BulevarSur,#mantilla,1248197596486787073,https://twitter.com/abcdesevilla/status/1248197596486787073
2020-04-09 10:02:45,diariosevilla,,0,0,2,"Coronavirus en Sevilla: Controles en carreteras con motivo de la Semana Santa ",,,,1248189601442926592,https://twitter.com/diariosevilla/status/1248189601442926592
2020-04-09 08:32:31,PacoMelero4,,0,0,0,"SEMANA SANTA 2020 y Tu Casa y Coronavirus. JUEVES SANTA. Desayuno y Zumon y La Vieja Fabrica y Philadelphia. ",,,,1248166890968678401,https://twitter.com/PacoMelero4/status/1248166890968678401
2020-04-09 06:54:41,PacoMelero4,,0,0,0,"Buenas tardes SEMANA SANTA 2020 y Tu Casa y Coronavirus. JUEVES SANTA. ",,,,1248142269804314625,https://twitter.com/PacoMelero4/status/1248142269804314625
2020-04-09 04:48:27,PacoMelero4,,0,0,0,"Buenas dias SEMANA SANTA 2020 y Tu Casa y Coronavirus. JUEVES SANTO. FESTIVOS. Nescafe Descafeinado y Leche Condensada. 06:45. ",,,,1248110503249002496,https://twitter.com/PacoMelero4/status/1248110503249002496
2020-04-09 00:25:54,pitilemu,,1,0,1,"Hoy en http://ladydonutsbombon.blogspot.com Mi #confinamiento #COVIDー19 #QuedateEnCasa #MiercolesSanto #cuarentena #PlanEconomicoDeEmergencia #confinados #YoMeCorono #NuestraMejorVictoria #EsteVirusLoParamosUnidos #StayAtHome #cuarentena #coronavirus #SemanaSanta #ladydonutsbombon",,,#confinamiento #COVID #QuedateEnCasa #QuedateEnCasa #MiercolesSanto #cuarentena #PlanEconomicoDeEmergencia #confinados #YoMeCorono #NuestraMejorVictoria #EsteVirusLoParamosUnidos #StayAtHome #StayAtHome #cuarentena #coronavirus #SemanaSanta #ladydonutsbombon,1248044429560217601,https://twitter.com/pitilemu/status/1248044429560217601
2020-04-08 19:33:25,diariosevilla,,0,1,5,"Coronavirus en el mundo: Una Semana Santa en Tierra Santa sin peregrinos ",,,,1247970825451507714,https://twitter.com/diariosevilla/status/1247970825451507714
2020-04-08 15:08:31,Juanmivegar,,0,1,9,"El coronavirus nos ha dejado sin procesiones en las calles y gracias a eso podemos conocer lo que pasa en otras ciudades, algo que sería imposible con la normalidad de siempre. Andalucía en Semana Santa de @CanalSurRadio es uno de esos programas para guardar y enmarcar.",,@CanalSurRadio,,1247904162341257220,https://twitter.com/Juanmivegar/status/1247904162341257220
2020-04-08 14:02:01,ESTHERMENACHO,,3,2,36,"⁦.⁦⁦⁦@CanalSurRadio⁩ te ofrece la mejor programación de #SemanaSanta Seguimos #teletrabajando para ofrecer la mejor radio #EnDirecto para ti, por eso #QuédateEnCasa y sintonízanos #coronavirus #InformáteEnCanalSur ⁦@AndaConVigorra⁩ ⁦⁦#MiSemanaSantaCSur",,@CanalSurRadio @AndaConVigorra,#SemanaSanta #teletrabajando #EnDirecto #Qu #Qu #coronavirus #Inform #MiSemanaSantaCSur,1247887424539119622,https://twitter.com/ESTHERMENACHO/status/1247887424539119622
2020-04-08 09:16:38,alcentrosevilla,,0,0,1,"Planifica tus compras durante la Semana Santa a fin de reducir la movilidad y minimizar el riesgo de contagio. #alcentrosevilla #EstadodeAlarma #Coronavirus #Covid19 #planificatuscompras #SemanaSanta ",,,#alcentrosevilla #EstadodeAlarma #Coronavirus #Covid19 #planificatuscompras #SemanaSanta,1247815604498763776,https://twitter.com/alcentrosevilla/status/1247815604498763776
2020-04-08 06:47:49,aspo_sevilla,,0,2,9,"Una Semana Santa atípica por el coronavirus: en casa y sin procesiones ",,,,1247778154283859969,https://twitter.com/aspo_sevilla/status/1247778154283859969
2020-04-07 20:56:30,antoniocamel,,0,3,2,"“¿Sois retrasados o qué?” La bronca de Semana Santa de un alcalde italiano . ¿Cómo puede ir todo bien si salimos a hacer la compra y a por tabaco todos los días en lugar de una vez cada 10 días? #QuedateEnCasa #coronavirusEspana #coronavirus ",,,#QuedateEnCasa #QuedateEnCasa #coronavirusEspana #coronavirus,1247629346459856904,https://twitter.com/antoniocamel/status/1247629346459856904
2020-04-07 05:42:00,VocesdlMisterio,,0,0,0,"¿Hasta qué hora y cuando están abiertos los supermercados en Sevilla durante la Semana Santa? #Coronavid19 #coronavirus #COVIDー19 #COVID19 #QuedateEnCasa #Pandemia @eliteradiosvq @elitediario @elitediarioc #CargaViral #China #eliteradio #elitediario",,@eliteradiosvq @elitediario @ElitediarioC,#Coronavid19 #coronavirus #COVID #COVID19 #QuedateEnCasa #QuedateEnCasa #Pandemia #CargaViral #China #eliteradio #elitediario,1247399202755313664,https://twitter.com/VocesdlMisterio/status/1247399202755313664
2020-04-07 05:40:17,VocesdlMisterio,,0,0,0,"Multan a dos familias sevillanas cuando se trasladaban 'a pasar vacaciones de Semana Santa' a la playa #Coronavid19 #coronavirus #COVIDー19 #COVID19 #QuedateEnCasa #Pandemia @eliteradiosvq @elitediario @elitediarioc #China #eliteradio #elitediario",,@eliteradiosvq @elitediario @ElitediarioC,#Coronavid19 #coronavirus #COVID #COVID19 #QuedateEnCasa #QuedateEnCasa #Pandemia #China #eliteradio #elitediario,1247398770888802311,https://twitter.com/VocesdlMisterio/status/1247398770888802311
2020-04-07 05:31:26,JMGBautista,,0,0,1,"Multan a dos familias sevillanas cuando se trasladaban 'a pasar vacaciones de Semana Santa' a la playa #Coronavid19 #coronavirus #COVIDー19 #COVID19 #QuedateEnCasa #Pandemia @eliteradiosvq @elitediario @elitediarioc #China #eliteradio #elitediario https://elitediario.com/multan-a-dos-familias-sevillanas-cuando-se-trasladaban-a-pasar-unas-vacaciones-de-semana-santa-a-la-playa/",,@eliteradiosvq @elitediario @ElitediarioC,#Coronavid19 #coronavirus #COVID #COVID19 #QuedateEnCasa #QuedateEnCasa #Pandemia #China #eliteradio #elitediario,1247396544355217415,https://twitter.com/JMGBautista/status/1247396544355217415
2020-04-07 05:01:51,JMGBautista,,0,1,2,"¿Hasta qué hora y cuando están abiertos los supermercados en Sevilla durante la Semana Santa? #Coronavid19 #coronavirus #COVIDー19 #COVID19 #QuedateEnCasa #Pandemia @eliteradiosvq @elitediario @elitediarioc #CargaViral #China #eliteradio #elitediario https://elitediario.com/hasta-que-hora-y-cuando-estan-abiertos-los-supermercados-en-sevilla-durante-la-semana-santa/",,@eliteradiosvq @elitediario @ElitediarioC,#Coronavid19 #coronavirus #COVID #COVID19 #QuedateEnCasa #QuedateEnCasa #Pandemia #CargaViral #China #eliteradio #elitediario,1247389101218828288,https://twitter.com/JMGBautista/status/1247389101218828288
2020-04-06 13:36:55,iManuby,,0,0,0,"@laSextaTV falsificando las notas de Semana Santa . ¡Que crack! #coronavirus #covid19 #pandemia #gobiernodeespaña #subvenciones #peorimposible",,@laSextaTV,#coronavirus #covid19 #pandemia #gobiernodeespa #subvenciones #peorimposible,1247156331578109952,https://twitter.com/iManuby/status/1247156331578109952
2020-04-06 12:44:21,diariosevilla,,0,2,7,"Coronavirus: El SAS mantendrá el pago como festivos y compensará con días libres el trabajo en Semana Santa ",,,,1247143102323789825,https://twitter.com/diariosevilla/status/1247143102323789825
2020-04-06 10:09:25,informaria,,0,0,5,". @Coviran mantiene el suministro de mercancía a sus supermercados en las peores semanas del coronavirus y durante la semana santa e incrementa las medidas de seguridad destinadas a sus socios, empleados y clientes @Agenda_Empresa @M_Emprendedora",,@Coviran @Agenda_Empresa @M_Emprendedora,,1247104114288398336,https://twitter.com/informaria/status/1247104114288398336
2020-04-06 09:28:27,alcentrosevilla,,0,0,1,"¡No te quedes este año sin el olor a #SemanaSanta! En http://www.inciensosfiances.es te lo llevan a casa #Alcentrosevilla #EstadodeAlarma #Coronavirus #Covid19",,,#SemanaSanta #Alcentrosevilla #EstadodeAlarma #Coronavirus #Covid19,1247093804794105858,https://twitter.com/alcentrosevilla/status/1247093804794105858
2020-04-06 07:53:36,ginkgobilobax,,0,0,1,"A los que os gusta la semana santa no rayarse por el coronaviru pq os esta lloviendo como to los años jaja",,,,1247069934435340289,https://twitter.com/ginkgobilobax/status/1247069934435340289
2020-04-06 07:11:04,fonffxiv,,0,0,0,"Resulta que en Bielorrusia hay un brote de coronavirus brutal y la peña en Semana Santa yendo mala a besar la misma cruz, el gobierno sin poner medidas al respecto. Madre mía :/",,,,1247059229959217152,https://twitter.com/fonffxiv/status/1247059229959217152
2020-04-06 00:18:12,faverdugo,,0,0,0,"Coronavirus Andalucía | Medio centenar de denuncias por pasar la Semana Santa en las playas de Huelva https://sevilla.abc.es/andalucia/huelva/sevi-coronavirus-andalucia-medio-centenar-denuncias-pasar-semana-santa-playas-huelva-202004041417_noticia.html#vca=rrss-inducido&amp;vmc=abcdesevilla-es&amp;vso=tw&amp;vli=noticia-foto a través de @abcdesevilla",,@abcdesevilla,,1246955329675497472,https://twitter.com/faverdugo/status/1246955329675497472
2020-04-05 23:15:44,CarlosCapi91,,0,0,2,"Este domingo de Ramos no ha sido el más triste de mi vida, sino el de todos los sevillanos y todos los amantes de la Semana Santa, pero la solución es: que pase por fin el confinamiento, que el coronavirus sea extinguido para siempre y el año que viene podremos disfrutar el doble",,,,1246939608937566211,https://twitter.com/CarlosCapi91/status/1246939608937566211
2020-04-05 23:02:09,sevillaclick,,1,10,44,"#DIA24: Arte. Dicen que este año no hay cofradías... Hay quien cuenta los años por domingo de ramos vividos y el de este año 2020 quedará grabado en la memoria de muchos, especialmente de los más pequeños, como ninguno. Buena Semana Santa a todos... #coronavirus #COVID19",,,#DIA24 #coronavirus #COVID19,1246936188960849920,https://twitter.com/sevillaclick/status/1246936188960849920
2020-04-05 20:08:53,erchache2000,,0,0,1,"Coronavirus Andalucía | Medio centenar de denuncias por pasar la Semana Santa en las playas de Huelva https://sevilla.abc.es/andalucia/huelva/sevi-coronavirus-andalucia-medio-centenar-denuncias-pasar-semana-santa-playas-huelva-202004041417_noticia.html#vca=amp-rrss-inducido&amp;vmc=abcdesevilla-es&amp;vso=tw&amp;vli=noticia.foto a través de @abcdesevilla",,@abcdesevilla,,1246892586616459265,https://twitter.com/erchache2000/status/1246892586616459265
2020-04-05 09:23:50,sevillaclick,,1,6,14,"Las calles estarán vacías, pero nosotros estamos llenos de recuerdos. Estos días toca vivir la Semana Santa que todos tenemos en nuestra memoria... Pero ahora #QuédateEnCasa. Emocionante acción de @ConcesurMB para este #DomingoDeRamos #coronavirus #COVID19",,@ConcesurMB,#Qu #Qu #DomingoDeRamos #coronavirus #COVID19,1246730253935968256,https://twitter.com/sevillaclick/status/1246730253935968256
2020-04-04 08:21:42,SevillaFreeTour,,0,0,0,"Este año será diferente... #semanasantasevilla #semanasanta #semanasanta2020 #sevilla #covidsevilla #covid19 #coronavirus #coronavirusespaña #covid en Seville, Spain https://www.instagram.com/p/B-jVOzVIip5/?igshid=tbvkzm3ob1gw",,,#semanasantasevilla #semanasanta #semanasanta2020 #sevilla #covidsevilla #covid19 #coronavirus #coronavirusespa #covid,1246352231638671360,https://twitter.com/SevillaFreeTour/status/1246352231638671360
2020-04-03 17:33:16,alvaro111982,,0,0,0,"#SemanaSanta2020 #SemanaSantaEnCasa #ViernesdeDolores comenzamos con las difusiones de imágenes de semana santa y nos dejamos de #coronavirus y de #Politica únete y sube fotos de Semana Santa para que no pase desapercibida este año que no sale a la calle. #TDSCofrade",,,#SemanaSanta2020 #SemanaSantaEnCasa #ViernesdeDolores #coronavirus #Politica #TDSCofrade,1246128649004290051,https://twitter.com/alvaro111982/status/1246128649004290051
2020-04-03 13:32:04,sevillaclick,,1,28,59,"Una joven de 16 años realiza el cartel más viral de la Semana Santa 2020... #coronavirus #COVIDー19 #COVID19 #Sevilla #SemanaSanta2020 https://sevilla.abc.es/pasionensevilla/actualidad/noticias/una-joven-16-anos-realiza-cartel-mas-viral-la-semana-santa-2020.html via @abcdesevilla",,@abcdesevilla,#coronavirus #COVID #COVID19 #Sevilla #SemanaSanta2020,1246067949011488776,https://twitter.com/sevillaclick/status/1246067949011488776
2020-04-02 17:40:38,alebeneroso,lacajassanta,0,0,0,"En tiempos de #coronavirus ante la proximidad de la #semanasanta es un buen momento xra que la #esperanza y la #fe sigue reinando en los hogares con la 2 edición de la @lacajassanta #nuncadejesdecreer #sevillahoy #TDSActualidad #tdscofrade @ArtesacroT @TDSevilla",,@lacajassanta @ArtesacroT @TDSevilla,#coronavirus #semanasanta #esperanza #fe #nuncadejesdecreer #sevillahoy #TDSActualidad #tdscofrade,1245768115901906946,https://twitter.com/alebeneroso/status/1245768115901906946
2020-04-02 09:16:11,sergiomorante,,0,0,1,"Plaza San Francisco 11:15 de un jueves antes de Semana Santa en Sevilla #coronavirus #Andalucía #picoftheday en Sevilla City, Spain https://www.instagram.com/p/B-eR4VHj0HW/?igshid=x7rokvv6idr6",,,#coronavirus #Andaluc #picoftheday,1245641165359075333,https://twitter.com/sergiomorante/status/1245641165359075333
2020-03-31 06:31:13,juanmadiaz,,6,8,117,"Martes, 31 de marzo. Acabemos este mes tan raro q nos tocado vivir y démosle la bienvenida a un abril más raro todavía sin Semana Santa y sin Feria, pero en el que vamos a acabar con el #coronavirus. Es tarea de todos... #YoMeQuedoEnCasa #SomosImparables #yomecuro #SeguimosJuanma",,,#coronavirus #YoMeQuedoEnCasa #YoMeQuedoEnCasa #SomosImparables #yomecuro #SeguimosJuanma,1244874875216461825,https://twitter.com/juanmadiaz/status/1244874875216461825
2020-03-20 21:10:04,manmdn_,,0,0,1,"Ojo que mi cumpleaños este año puede caer en Feria o en Semana Santa. No, si al final voy a tener que querer al coronavirus",,,,1241109779776405504,https://twitter.com/manmdn_/status/1241109779776405504
2020-03-16 23:19:39,Ana_Leon_M,,1,1,1,"Semana santa, feria, OT, Eurovision... te queda algo más por cerrar pregunto #coronavirus",,,#coronavirus,1239692838411083776,https://twitter.com/Ana_Leon_M/status/1239692838411083776
2020-03-14 12:44:50,21_luky,,0,2,3,"Sevilla suspende la Semana Santa por la crisis del coronavirus: ",,,,1238808303796453377,https://twitter.com/21_luky/status/1238808303796453377
2020-03-14 11:46:39,JoaquinSerena,,0,0,0,"#ssantasevilla2020 Mira lo que he compartido: Coronavirus Sevilla: Suspendida la Semana Santa @MIUI|",,@MIUI,#ssantasevilla2020,1238793662877876224,https://twitter.com/JoaquinSerena/status/1238793662877876224
2020-03-14 11:41:06,niebladeltoro,,0,0,1,"La Semana Santa de Sevilla se suspende por el coronavirus https://sevilla.abc.es/sevilla/sevi-semana-santa-sevilla-suspende-coronavirus-202003141218_noticia.html#vca=rrss-inducido&amp;vmc=abcdesevilla-es&amp;vso=tw&amp;vli=noticia-foto vía @abcdesevilla",,@abcdesevilla,,1238792267806146560,https://twitter.com/niebladeltoro/status/1238792267806146560
